pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-433 b,Kepler-433,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5.33408380,0.00000110,-0.00000110,0,0.067800,0.002500,-0.002800,0,16.253,1.793,-1.793,0,1.450,0.160,-0.160,0,893.10230,143.02350,-130.31030,0,2.81000,0.45000,-0.41000,0,Mass,0.150000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6340.00,140.00,-140.00,0,2.26,0.25,-0.25,0,1.46,0.17,-0.17,0,0.060,0.190,-0.190,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.3100000,75.0050000,-75.0050000,14.7170000,0.1370000,-0.1370000,12.8260000,0.0260000,-0.0260000,14.4163000,0.0002910,-0.0002910,2019-03-18 15:04:48,2017-06,2019-03-21
Kepler-433 b,Kepler-433,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.33408346,0.00000105,-0.00000105,0,,,,,11.500,5.180,-2.230,0,1.026,0.462,-0.199,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6526.00,136.51,-207.00,0,1.62,0.73,-0.31,0,1.38,0.23,-0.16,0,0.060,0.134,-0.145,0,[Fe/H],4.15,0.14,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.3100000,75.0050000,-75.0050000,14.7170000,0.1370000,-0.1370000,12.8260000,0.0260000,-0.0260000,14.4163000,0.0002910,-0.0002910,2016-05-06 09:33:50,2016-05,2016-05-10
Kepler-433 b,Kepler-433,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,5.33408384,0.00000110,-0.00000110,0,0.067900,0.002700,-0.002700,0,16.250,1.790,-1.790,0,1.450,0.160,-0.160,0,896.24000,165.26000,-165.26000,0,2.82000,0.52000,-0.52000,0,Mass,0.119000,0.079000,-0.079000,0,,,,,1776,87,-87,0,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,6360.00,140.00,-140.00,0,2.26,0.25,-0.25,0,1.46,0.17,-0.17,0,-0.010,0.200,-0.200,0,[Fe/H],3.89,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.3100000,75.0050000,-75.0050000,14.7170000,0.1370000,-0.1370000,12.8260000,0.0260000,-0.0260000,14.4163000,0.0002910,-0.0002910,2015-01-14,2015-03,2015-01-14
Kepler-434 b,Kepler-434,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,12.87470990,0.00000500,-0.00000500,0,0.114300,0.003000,-0.003000,0,12.670,2.910,-2.020,0,1.130,0.260,-0.180,0,908.96000,111.24000,-111.24000,0,2.86000,0.35000,-0.35000,0,Mass,0.131000,0.072000,-0.072000,0,,,,,1000,45,-45,0,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,5977.00,95.00,-95.00,0,1.38,0.13,-0.13,0,1.20,0.09,-0.09,0,0.250,0.140,-0.140,0,[Fe/H],4.24,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.5400000,32.4300000,-32.4300000,14.4900000,0.0920000,-0.0920000,13.0390000,0.0300000,-0.0300000,14.4999000,0.0002680,-0.0002680,2015-01-14,2015-03,2015-01-14
Kepler-434 b,Kepler-434,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,12.87470990,0.00000100,-0.00000100,0,0.114200,0.002900,-0.003000,0,12.666,2.914,-2.018,0,1.130,0.260,-0.180,0,947.13340,98.52730,-92.17070,0,2.98000,0.31000,-0.29000,0,Mass,0.130000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5970.00,100.00,-100.00,0,1.38,0.13,-0.13,0,1.20,0.09,-0.09,0,0.350,0.150,-0.150,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.5400000,32.4300000,-32.4300000,14.4900000,0.0920000,-0.0920000,13.0390000,0.0300000,-0.0300000,14.4999000,0.0002680,-0.0002680,2019-03-18 15:04:49,2017-06,2019-03-21
Kepler-434 b,Kepler-434,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.87471142,0.00000426,-0.00000426,0,,,,,8.740,1.570,-0.950,0,0.780,0.140,-0.085,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5854.00,159.91,-115.41,0,1.03,0.18,-0.10,0,1.02,0.07,-0.06,0,0.000,0.140,-0.172,0,[Fe/H],4.43,0.07,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m20.73s,293.5863887,+42d55m43.90s,42.9288624,1222.5400000,32.4300000,-32.4300000,14.4900000,0.0920000,-0.0920000,13.0390000,0.0300000,-0.0300000,14.4999000,0.0002680,-0.0002680,2016-05-06 09:33:48,2016-05,2016-05-10
Kepler-435 b,Kepler-435,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.60015330,0.00000155,-0.00000155,0,,,,,9.450,4.320,-1.440,0,0.843,0.385,-0.128,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6306.00,115.96,-157.57,0,1.38,0.63,-0.21,0,1.24,0.21,-0.11,0,0.050,0.135,-0.140,0,[Fe/H],4.25,0.12,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.7700000,35.3700000,-35.3700000,13.7040000,0.1140000,-0.1140000,12.2910000,0.0220000,-0.0220000,13.6040000,0.0002680,-0.0002680,2016-05-06 09:33:48,2016-05,2016-05-10
Kepler-435 b,Kepler-435,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,8.60015360,0.00000180,-0.00000180,0,0.094900,0.001800,-0.001900,0,22.306,2.018,-2.018,0,1.990,0.180,-0.180,0,270.15550,41.31790,-41.31790,0,0.85000,0.13000,-0.13000,0,Mass,0.180000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6090.00,110.00,-110.00,0,3.21,0.30,-0.30,0,1.54,0.09,-0.09,0,0.170,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.7700000,35.3700000,-35.3700000,13.7040000,0.1140000,-0.1140000,12.2910000,0.0220000,-0.0220000,13.6040000,0.0002680,-0.0002680,2019-03-18 15:04:49,2017-06,2019-03-21
Kepler-435 b,Kepler-435,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,8.60015360,0.00000180,-0.00000180,0,0.094800,0.001800,-0.001800,0,22.310,2.020,-2.020,0,1.990,0.180,-0.180,0,266.97000,47.67000,-47.67000,0,0.84000,0.15000,-0.15000,0,Mass,0.114000,0.077000,-0.077000,0,,,,,1729,70,-70,0,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,6161.00,94.00,-94.00,0,3.21,0.30,-0.30,0,1.54,0.09,-0.09,0,-0.180,0.110,-0.110,0,[Fe/H],3.61,0.05,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.7700000,35.3700000,-35.3700000,13.7040000,0.1140000,-0.1140000,12.2910000,0.0220000,-0.0220000,13.6040000,0.0002680,-0.0002680,2015-01-14,2015-03,2015-01-14
Kepler-438 b,Kepler-438,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=DRESSING___CHARBONNEAU_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...807...45D/abstract target=ref>Dressing & Charbonneau 2015</a>,35.23301880,0.00022700,-0.00022400,0,,,,,1.010,0.170,-0.160,0,0.090,0.015,-0.014,0,,,,,,,,,,,,,,1.31,0.47,-0.38,0,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3747.00,157.00,-157.00,0,0.66,0.02,-0.02,0,0.63,0.02,-0.02,0,,,,,,4.60,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,15.1040000,0.2520000,-0.2520000,11.1990000,0.0200000,-0.0200000,14.4852000,0.0012580,-0.0012580,2015-11-18 13:14:20,2015-07,2015-11-19
Kepler-438 b,Kepler-438,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,35.23318000,0.00023290,-0.00023290,0,,,,,1.130,0.250,-0.100,0,0.101,0.022,-0.009,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3837.00,42.12,-46.51,0,0.54,0.02,-0.03,0,0.57,0.02,-0.03,0,0.020,0.107,-0.112,0,[Fe/H],4.72,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,15.1040000,0.2520000,-0.2520000,11.1990000,0.0200000,-0.0200000,14.4852000,0.0012580,-0.0012580,2016-05-06 09:33:36,2016-05,2016-05-10
Kepler-438 b,Kepler-438,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,35.23319000,0.00025000,-0.00029000,0,0.166000,0.051000,-0.042000,0,1.120,0.160,-0.170,0,0.100,0.010,-0.020,0,,,,,,,,,,0.030000,0.100000,-0.030000,-1,1.40,0.67,-0.77,0,,,,,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,3748.00,112.00,-112.00,0,0.52,0.04,-0.06,0,0.54,0.04,-0.06,0,0.160,0.140,-0.140,0,[Fe/H],4.74,0.06,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m34.97s,281.6457236,+41d57m03.85s,41.9510686,,,,15.1040000,0.2520000,-0.2520000,11.1990000,0.0200000,-0.0200000,14.4852000,0.0012580,-0.0012580,2015-01-06,2015-02,2015-01-06
Kepler-44 b,Kepler-44,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001100,0,12.220,0.780,-0.780,0,1.090,0.070,-0.070,0,317.82000,31.78000,-31.78000,0,1.00000,0.10000,-0.10000,0,Mass,0.066000,,,1,,,,,1544,47,-47,0,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,5800.00,100.00,-100.00,0,1.35,0.08,-0.08,0,1.12,0.08,-0.08,0,0.150,0.100,-0.100,0,[Fe/H],4.22,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,32.6450000,-32.6450000,14.8030000,0.1370000,-0.1370000,12.8780000,0.0340000,-0.0340000,14.6901000,0.0002840,-0.0002840,2015-01-29,2015-03,2015-01-29
Kepler-44 b,Kepler-44,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>,3.24674000,0.00001800,-0.00001800,0,0.045500,0.001300,-0.001300,0,13.900,0.780,-0.780,0,1.240,0.070,-0.070,0,324.17000,22.25000,-22.25000,0,1.02000,0.07000,-0.07000,0,Mass,0.021000,,,1,,,,,1603,51,-51,0,0,<a refstr=BONOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5462B/abstract target=ref> Bonomo et al. 2011 </a>,5757.00,134.00,-134.00,0,1.52,0.09,-0.09,0,1.19,0.10,-0.10,0,0.260,0.100,-0.100,0,[Fe/H],4.15,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,32.6450000,-32.6450000,14.8030000,0.1370000,-0.1370000,12.8780000,0.0340000,-0.0340000,14.6901000,0.0002840,-0.0002840,2014-05-14,2012-02,2014-05-14
Kepler-44 b,Kepler-44,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.24673265,0.00000041,-0.00000041,0,,,,,12.630,1.030,-0.900,0,1.127,0.092,-0.080,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5782.00,94.69,-95.52,0,1.45,0.12,-0.10,0,1.08,0.10,-0.06,0,0.180,0.087,-0.090,0,[Fe/H],4.15,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,32.6450000,-32.6450000,14.8030000,0.1370000,-0.1370000,12.8780000,0.0340000,-0.0340000,14.6901000,0.0002840,-0.0002840,2016-05-06 09:25:07,2016-05,2016-05-10
Kepler-44 b,Kepler-44,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.24672200,0.00000730,-0.00000730,0,0.045700,0.001700,-0.001700,0,13.451,1.233,-1.233,0,1.200,0.110,-0.110,0,327.36490,27.65121,-27.65121,0,1.03000,0.08700,-0.08700,0,Mass,,,,,,,,,1568,59,-59,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,5757.00,134.00,-134.00,0,1.46,0.12,-0.12,0,1.21,0.13,-0.13,0,0.260,0.100,-0.100,0,[Fe/H],4.19,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,32.6450000,-32.6450000,14.8030000,0.1370000,-0.1370000,12.8780000,0.0340000,-0.0340000,14.6901000,0.0002840,-0.0002840,2016-01-12 18:06:19,2012-10,2016-01-14
Kepler-44 b,Kepler-44,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.24672930,0.00000300,-0.00000300,0,0.044600,0.001100,-0.001000,0,12.218,0.785,-0.785,0,1.090,0.070,-0.070,0,311.79123,31.78300,-30.82951,0,0.98100,0.10000,-0.09700,0,Mass,0.070000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5800.00,100.00,-100.00,0,1.35,0.08,-0.08,0,1.12,0.08,-0.08,0,0.150,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0000000,32.6450000,-32.6450000,14.8030000,0.1370000,-0.1370000,12.8780000,0.0340000,-0.0340000,14.6901000,0.0002840,-0.0002840,2019-03-18 15:04:37,2017-06,2019-03-21
Kepler-447 b,Kepler-447,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.79430132,0.00000182,-0.00000182,0,,,,,6.290,0.230,-0.460,0,0.561,0.021,-0.041,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5615.00,60.23,-55.67,0,0.90,0.03,-0.03,0,0.96,0.03,-0.04,0,0.010,0.109,-0.104,0,[Fe/H],4.51,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.0410000,1.8355000,-1.8355000,12.5200000,0.0690000,-0.0690000,10.8060000,0.0180000,-0.0180000,12.3795000,0.0005240,-0.0005240,2016-05-06 09:33:43,2016-05,2016-05-10
Kepler-447 b,Kepler-447,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.105L/abstract target=ref>Lillo-Box et al. 2015</a>,7.79430132,0.00000182,-0.00000182,0,0.076900,0.006200,-0.007900,0,18.490,6.610,-6.280,0,1.650,0.590,-0.560,0,435.41000,152.55000,-146.20000,0,1.37000,0.48000,-0.46000,0,Mass,0.123000,0.037000,-0.036000,0,,,,,,,,,0,<a refstr=LILLO_BOX_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.105L/abstract target=ref>Lillo-Box et al. 2015</a>,5493.00,62.00,-62.00,0,1.05,0.19,-0.19,0,1.00,0.21,-0.21,0,0.070,0.050,-0.050,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.0410000,1.8355000,-1.8355000,12.5200000,0.0690000,-0.0690000,10.8060000,0.0180000,-0.0180000,12.3795000,0.0005240,-0.0005240,2015-02-19,2015-05,2015-02-19
Kepler-45 b,Kepler-45,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=DRESSING__AMP__CHARBONNEAU_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...767...95D/abstract target=ref>Dressing &amp; Charbonneau 2013</a>,2.45500000,,,0,,,,,10.740,0.980,-1.440,0,0.958,0.087,-0.128,0,,,,,,,,,,,,,,68.37,1.67,-1.30,0,,,,,0,<a refstr=DRESSING__AMP__CHARBONNEAU_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...767...95D/abstract target=ref>Dressing &amp; Charbonneau 2013</a>,3837.00,101.00,-50.00,0,0.55,0.07,-0.05,0,0.56,0.06,-0.05,0,0.000,0.100,-0.100,0,[Fe/H],4.71,0.06,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.9490000,6.3825000,-6.3825000,16.7440000,1.1330000,-1.1330000,12.8920000,0.0300000,-0.0300000,15.9804000,0.0008940,-0.0008940,2016-03-02 12:04:34,2013-04,2016-03-10
Kepler-45 b,Kepler-45,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.45524122,0.00000065,-0.00000065,0,0.029540,0.001010,-0.001010,0,11.198,0.773,-0.773,0,0.999,0.069,-0.069,0,158.91500,19.38763,-19.38763,0,0.50000,0.06100,-0.06100,0,Mass,,,,,,,,,787,26,-26,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3820.00,90.00,-90.00,0,0.54,0.04,-0.04,0,0.57,0.06,-0.06,0,0.200,0.100,-0.100,0,[Fe/H],4.73,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.9490000,6.3825000,-6.3825000,16.7440000,1.1330000,-1.1330000,12.8920000,0.0300000,-0.0300000,15.9804000,0.0008940,-0.0008940,2016-01-12 18:06:20,2012-10,2016-01-14
Kepler-45 b,Kepler-45,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.45523390,0.00000480,-0.00000480,0,0.029870,0.000990,-0.001000,0,10.761,1.233,-1.233,0,0.960,0.110,-0.110,0,153.82972,23.20159,-22.56593,0,0.48400,0.07300,-0.07100,0,Mass,0.230000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3820.00,90.00,-90.00,0,0.55,0.11,-0.11,0,0.59,0.06,-0.06,0,0.280,0.140,-0.140,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.9490000,6.3825000,-6.3825000,16.7440000,1.1330000,-1.1330000,12.8920000,0.0300000,-0.0300000,15.9804000,0.0008940,-0.0008940,2019-03-18 15:04:38,2017-06,2019-03-21
